,user_location,author_id,user_username
94,"Arlington, MA",2391754261,MapOfTheWeek
95,Leipzig,2853392963,GEOlayers
96,"Arlington, VA",3004761699,grandrepublicdc
97, ,2574612668,hireuter
98,"Christchurch, New Zealand",1020137956869222401,SouthArrowMaps
99, ,1224816596822003712,JamesFiord
100,"Dublin, Ireland",462897153,SusanJPike
101,"Salzburg, Austria",4803263322,liunianhua
103,"Helsinki, Finland",1432648879103696896,eemil_haapanen
104,Entre Madrid i Elx ,109886757,jesus_orca
105,Greece,374984100,StaridasGeo
106, ,17174685,gmapsmania
107,Poland,732551694,Onosz
108,Offenbach am Main,3822243563,DWD_klima
109,"Hawaii, USA",1024584556110852096,KonturInc
110,"Europe, N.America, LATAM, Asia",793464945971257350,Steer_DfM
111,"Tel-Aviv, Israel",2167201254,Amit_Levinson
112,The Gambia,2520428611,JallowJaria
113,Ile Maurice,730663860152217600,GISCAN_LTD
114,"Lund, Sverige",969384567894241280,geografif
115,Mexico,962911429052518400,gdeandajauregui
116,"Vancouver, WA",277272757,SteveClineBird
117, ,2163188711,tyson_okoth
118,"London, UK",309734801,samwise_v
119, ,939791611743137792,FC_Python
120,"Uppsala, Sweden",1002212251,geokaramanis
121,"Volgograd, Russia",1103150306152587264,Zuev34W
122, ,925570614,HeatherCh100
123, ,1331146264411598849,AgoTominga
124,"Bucureşti, România",1004679065163444224,cbuterez
125, ,1354114698837422082,725Hemed
126, ,1311399091,Lubin_Picard
127, ,4664289983,geografille
129,"Mannheim, Baden-Württemberg",3331095159,JanPhilippKolb
130,Le Mans,252009888,odilon72
131,"Ontario, Canada",911567709166587905,Y2Xie
133,Bolivia,631221976,AdhemarFabio
134,Harvard/NYC,2210297191,natureofalex
135,"South West, England",1074378707438055426,BlandfordBread
136, ,1216494690,GeoSebbo
137,the ivory bowl,946151815,researchremora
138,France,442982795,odile_p
139, ,3289591732,rabin_ojha
140,"Vellakoil, Tamil Nadu",438344019,IamThiyaku
141,USA,3094607959,donojazz62220
142,Newcastle-upon-Tyne,782161298,Neil_py_harris
143,"Stirling, Scotland",223959960,_penguin_runner
144,United Kingdom,963902391643967488,nrennie35
145, ,1455183725801652229,Codigo_Xeografo
146, ,3501358169,Victor_Celoni
147,Indonesia,102360778,fajrunwm
148,United Kingdom,1033206985,CasegFraith
149,"Bari, Foggia, Troia",2555652062,rodolforoseto
150,Iowa,15409909,KasNic37
151,"Perth, Western Australia",3160198320,DrChrisGeoSci
152,"Soola 8, Tartu, Estonia",34737662,positium
153,Česká republika,3494716935,vlckel
154,Kingdom of Saudi Arabia,737409461560692736,mapdesignpro
155,"Kent, OH",2437301569,MapesGeog
156,"London, England",247287182,s__rae
157,Versailles ,1026155967480844291,AlandcoC
158,Null Island,974738117805486080,plant99_
159,"y,x",4669435267,MapMakinMeyers
160,In a Better World,255896655,Adnshafry
161, ,1188470725759422465,mnd_support
162,"Nairobi, Kenya",791564900,MidoCollins
163,"Saint-Denis, La Réunion",715056173268000773,mirbole01
164, ,1589272814,helle_ak
165,"Guadalajara, México.",379176102,daniel_isita
167,FR-94160 Saint-Mandé,2247167180,jmviglino
168,"Nagercoil, Tamil Nadu",272936200,rajbhagatt
170, ,1082711230459060224,maptheclouds
171,"New York, NY",3165392218,Cuebiq
172,Germany,733390000809730049,richard_vogg
173,Val Marie / Treaty 4,851149914725916672,ksituan
174,Bhutan,790537138764849152,jigme_ranger
175,CO / Tabeguache Ute Land,822048926081712128,Cchurchili
176,"Southampton, UK",22614266,OrdnanceSurvey
177, ,301593228,AndrewRenninger
178,"Toronto, ON",22914910,Avenza
179,"Zapopan, México",97729765,cruizch
180,Hong Kong,985921631439568896,Kenneth_KHW
181,"Kentucky, USA",1381622779330621441,RRamZmaps
182,London via Edmonton & Calgary,900161125,acrobins
184,"Münster, Deutschland",871679652582109184,ProfDrKSchulte
185,"Scotland, United Kingdom",40078468,emilyhague
186,Italy,387562177,totofiandaca
187,Nottinghamshire,717816955,BethJackson1x
188, ,404240734,SDGeoGirl
189,"Raleigh, NC",762107260881502208,calahan_riley
190,Denmark,223123391,DenitzaV
191,"Oxfordshire, UK",842181553,SatAppsCatapult
192,"Helsinki, Finland",2335208993,PolarBoe
193,"Toulouse, France",154261653,cedricr
194,"Espoo, Suomi",3720386117,TeemuSaloriutta
195,Ithaca,275677658,kgjenkins
196,Barcelona,1270981983842287616,Data_Urbana
197,London,1101617286,helenmakesmaps
200,Chile,83974993,raimun2
201,Oakland CA,93046641,michalmigurski
202,Italia,2914726517,allyoucanmap
203,Чернівці,14196303,jaroslav_sm
204,London,2331868991,markliebenrood
205,"England, United Kingdom",2787878432,mildthing99
206,"Montreal, QC",1260044066131247105,BeckOsterland
207,"Grand Rapids, MI",741653561314922496,pokateo_
208,Germany,110208812,Terranigmus
209,"São João del Rei, Brasil",1431667467651358725,yagodinali
211,"Ocuituco, Morelos",260088313,JuvenalCamposF
212,"University of Warwick, UK",42171991,t_preis
213,"Fort Worth, TX",144529492,kyle_e_walker
214, ,117610391,LauraSmithCarto
215, ,1277577608239210503,datenschatz
216,"Syracuse, NY",942194832491122688,MikeMahoney218
217,"Helsinge, Denmark",7159622,geomenke
218,Singapore,1289908969536778244,vizkellie
219,"Mountain View, CA",48799545,kurtschwehr
220, ,1193613856423251972,bttbradio
221, ,180939408,tgsousa_
223,"Chennai, India",208301555,annapurani93
224,TT,32127911,Zaaaana_
225,Shropshire,1328992953080147968,Dav1dM0rgan
226,My YouTube Channel - 👇,781455687444463616,musaTHIONGO
227,Kenya,732791249086844931,ItsWahome
228,"Besançon, France",233135248,jrombf
229,"Cambridge, UK",25663399,azolnai
230,Calgary AB,198918596,MorganSMoe
231,"Ann Arbor, MI",77623399,pslarson2
232,"Belmont, Massachusetts",17448055,awoodruff
233,Afrika,75323994,kadoch
234, ,364201719,LibertadChC
235,Edinburgh,1119210314,natlibscotmaps
236,Preston,21355731,jontix
238, ,1318518242080661504,dataisawesomeo
239,"Philadelphia,PA",333524694,CRVanPollard
240,New York & Oxford,18607049,jen_nelles
241, ,159574073,mjlegg
242,Vaucluse,892006500,lacxrx
243, ,1253080999572971521,akukoio
244,"Sacramento, CA",748038863206088704,yavannie24
245,Myaamia land & The World,65064975,jmccarty_geo
246,Switzerland,1320623996249976832,1cartogRaph
247,"Bremen, Germany",91548216,Cordster76
248, ,72266186,azzadv
250, ,1222519447165886465,_anirudhgovind
251,"Dijon, France",710248662685851648,issa_madjid
252,NYC,17847384,Jill_hubley
253,An Gearasdan,7790832,chrsphr
255,"Austin, TX",1381622356406382595,Parks_and_Rick
256,"Enschede, Nederland",739155214968717312,lizhvania
257,France,375754161,geojulien
258, ,58761590,Claire_Dooley
259,The Netherlands,1091106812852609027,Mapple_juice
260,"Dublin City, Ireland",3123452678,MaedhbhLikeDave
261,Earth,1400314245775036419,WeatherLayers
263, ,749153374919155712,abigail2154
264, ,636238090,simonmleech
265,"Tartu, Eesti",3326184955,Abbi_786
266, ,2213909976,VictimOfMaths
267,"Hamburg, Germany",26062194,patrick_mast
268,Arona | Piacenza,148715617,fede_gaspari
269,Southampton & Accra,185723728,dgwinfred
270,"Cambridge, UK",145683389,DrGeoffSmith
271, ,1453765598341705729,CompleteMaps
272,Gijón,1054684076207230976,gis_jon
273,"Shanghai, China",1160963883860762624,ShijiaWendy
274,"East Calder, Scotland",227240664,dradam676
275, ,821710176726241280,Re_Mi_La
276, ,1089825931798052865,clronniema
277,Liverpool,2280343142,geodatascience
278,Ireland,299559781,neilcfd1
279,"Santiago, Chile",2380934868,Juanizio_C
280,Lancashire,134939026,JonoPatterson
281,The Netherlands,109054515,redgeographics
284, ,1316116835327148035,hellovizart
286,Wisconsin,481724987,DylanMoriarty
287,"Riga, Latvia",1096581954844147713,laysking3
288,"Grantown-on-Spey, Scotland",798523409286266880,DiasporaDan
289,Unceded Wurundjeri Country,820847294073303040,ShandiyaB
290, ,2149588681,Pow__C
291,"Perth, Western Australia",372133078,DuncanKinnear
294, ,1455128904889417733,giuze01
295,Freiburg im Breisgau,1307060010669793280,shinysci
296,Freiburg im Breisgau,975473648,Reyfenberg
297,Madrid,285268642,pj_go_2020
298,Melbourne,834726260232245249,atlight_alan
299,Madrid / Munich,527879669,inari_ta
300,London,737684638555090944,LisaHornung_
301, ,1189967197730430977,Kartokobri
302,"Butwal, Nepal",1294659257288110081,AbhayMapper
303,"Wakefield, England",52190652,burdGIS
304,London,11094672,KeirClarke
305,London,963423777135759360,ilyankou
306,"Lublin, Poland",1293985495781974016,mapdoktor
307, ,47880332,sumerr_D
308,"Burscough, Lancashire, UK",1091711968401154048,BrianSosban
309, ,56612205,hannahdormido
310,"Geneva, Switzerland",1183213291188834305,ayeishasheldon1
311,Sweden,1143779197107806208,JonasNelson19
313,Utrecht,69918773,Gerardathletics
314,www.cartapaname.fr,732695379288961026,Artisans_Cartos
315,"Northern Territory, Australia",1319832619052249089,CSVerdel
316,Germany,1388836502612885504,VikGorelikova
317,Sydney | Manila,49198861,earthtojohannah
318,Kugane,147465553,akmalfrohman
319,Poland,2902589494,mapsbyp
320,Las Palmas de Gran Canaria,1205192839145111557,x_y_es
321,Netherlands,1196527997613940736,MRuehringer
322,"Vienna, Austria",124852105,AsjadNaqvi
323, ,801318008912232449,nwbort
324,"Guildford, Surrey",49592380,basemap
325,"Hamburg, Deutschland",1024961639194550273,binicodes
326,"Titchfield, Fareham",2248416469,ONSgeography
327,France,1352020785670533123,geobjectif
328,"Rennes, France",32283900,BorisMericskay
330, ,3405372395,WaFilip
331,"London, England",219609015,urban_planning
332,"Dublin City, Ireland",1499547780,HeikkiVesanto
333,"Chennai, India",105407287,Saint_GIS
334,Stevenage,92832101,ian_usher1985
335, ,950010366779564043,alv_irl
336,"Asheville,  NC",1355117602138427397,MarkMcC80387089
337,IBIZA / Barcelona,769592708,valen_ibiza
339, ,910889225448439808,professorkao
340, ,1331215289825030147,leeolney3
341,"Lucerna, Svizzera",336517784,luca_northsouth
342, ,579246246,cas_maps
343,"Brisbane, Queensland",796152745203929089,mim_djo
344, ,2172857180,Topi_ve
345,"Hamburg, Germany",807289,aemkei
346,Israel,1000055398697709569,est987
347,Inside too much,424357259,dbgoody
348,Kuwait (Ex Texan),908818700660236288,geo_alyaqout
349,"Tampere, Finland",971256903555829762,TREyleiskaava
350, ,2745527973,schochastics
352,"Northampton, England",853862934233141248,MiniMapMakers
354,"Inverness, Scotland",12620762,MikeCoatsDotCom
355,"London, England",1186202364,Julian_H0ffmann
357, ,1412877030895628289,MapsGre
359,"Köln, Deutschland",1139059532,_ansgar
360, ,1058353151445737473,ThomasSegers9
361,東京都中野区東中野4-2-3,1451340075548119041,ttc_dsai
363,"Norfolk, UK",19870047,CarolineHack
364,Denmark,2741743694,JorgSchullehner
365,Paris,793923476994359296,BooneLovesVideo
367,"Antwerp, Belgium",269294137,michelstuyts
368,"London, UK",1255575072301088770,GISE50189808
369,Nødebo,509794262,Lene_Fischer
370,"Helsinki, Suomi",2198358416,tjukanov
371,Sydney or Tokyo,14851579,_kyliejane
373,Estonia,47698876,evelynuuemaa
374, ,3378850731,kurmja_ikdiena
375, ,741266268,SirJanosFroglez
376,"Perth, Scotland",1694963077,92MBH
377,Madagascar,860412366323933185,BaovolaMada
378, ,840682774403133441,HistoCarte
379,"Hamburg, Germany",28525987,ubilabs
380,"Merced, CA",754537285660573696,DerekSollberger
381,"Dublin City, Ireland",437801734,MapsByAntonia
382,Paris,2367649759,Gaelle_Sutton
383,"Sleman, Indonesia",404534939,Najib_dwa
385,"Eksjö, Sweden",56323078,klaskarlsson
386, ,845248364191059968,digigeolab
387,"Hamburg, Germany",70192766,A_Tack
388,Israel,1174353681946484739,bogind2
389, ,461965493,kriksine
390,"Wellington, New Zealand",1068081944364109824,o_Whereabouts
391, ,1466897384,MattiJKokkonen
392, ,1451317416168865847,planner190
393,San Francisco,634782060,heshan_cheri
394,Guadalajara México,7630312,jdeltoro1973
395,"Pretoria, South Africa",1109007483199213568,UPmappers
396,"Helsinki, Suomi",973813309811187713,gispofinland
398,"Clermont-Ferrand, France",1237617707106873344,BjnNowak
399,Earth,959750470678986752,Soar_Earth
400, ,193592650,maaamet
401,"Christchurch City, New Zealand",93839237,andrewdc_nz
403,Bangladesh,771895849,PadmanabhaChy
406,"Perth, Western Australia",406157121,duncangjacks
407,"Halifax, NS",21537132,HfxShippingNews
411, ,259169773,hellomista
412,Alpha Centauri,269308570,JkariukiDev
413, ,1114069920092966912,KateEllen100
414,"San Francisco, CA",22112910,Manassra
415,"Pullman, WA",363424734,SamIAmFargo
416,Brasil,2319333705,maxwelco
418,Guadalajara,90482529,guroal
419, ,1305980793035071490,mapoteca_mx
420, ,2719547953,geologyjesse
421, ,96283796,dehaumarhadi
423, ,1455287162279170051,richter_guenter
424,"Delft, Nederland",149435635,ganeshbabudotme
427, ,1513661708,andy_rutkowski
430, ,800116851099377664,GeoJoeK
431,"Richmond, VA",850384123663437829,makemeamapllc
433,variable ,1465157221,laurentgontier
435,Mexico City / 18.3297 -98.6712,1214097369345622016,miguel_quake
437,"Redlands, CA",20416915,alberto_e_nieto
439,Amsterdam,140141600,sannehombroek
440,"Philadelphia, PA",3092393211,IvaBrunec
441,Edinburgh,363276700,stevefaeembra
445,"San Jose, CA",1042196208297472000,TomTomDevs
448,"Richmond,VA",1354464383678615552,Dr_CarmenCamare
453, ,1187842920394756099,LOActualControl
454,"Nantes, France",82467442,ThomasG77
455,"St Paul, MN",2324002606,shane98c
459,"St. Paul, MN",1243638924175650818,RickBohannon
462,"Raleigh, NC",384202950,maticodes
464,Honduras,602294312,antoniolocandro
465,"Denver, CO",909440854946930688,sajbelcart
466, ,1223328634343026689,BQilin
468,"Wellington, New Zealand",1310659130290388992,MapHustle
469,"Huntsville, AL",1702059680,Artimaps_DavidN
470,"Sydney, AU",19001296,minus34
472,"Burlington, VT",278873782,vtcraghead
478, ,174279076,Br1ndavoine
480, ,143843229,zerbembasqwibo
484, ,1263997606759403520,S_Estremo
486,"England, United Kingdom",1248947971523334144,KadzutuTendai
489,"San Diego, CA",75958267,karmn_line
492,Verneuil-sur-Avre,2500728854,cartolycee
493,🌍📌,804736957775486977,cardo__san
494,"Uberlândia, Brasil",384036702,gustavooeugenio
495, ,1139587514421981184,ulises_pho
501,Mexico,3044299951,_yocsan_
503,🌎,1416384155198296068,EncompassGeo
505,"London, England",987493026,JoshuaFeIdman
506,"Portland, OR",3906146132,JGoworowska
507,"El Salto, Jalisco",1047506642537992194,vestefaniav
509,"Los Mochis, Sinaloa",124080796,flakko_30
512,The Netherlands,516547003,terglobo
517,Bremen,135491183,Niels_Bremen
518,"Madison, WI",243497005,pinakographos
520,Chile,1247748376986148864,untalmaniconaji
522,"Oregon, USA",998412541574365184,MapperLou
523, ,773305075,ktrinko
525,"Buenos Aires, Argentina",126447743,Spiousas
527, ,1353012118925287424,vooch14
531,Forever in Ísland,5685812,hrbrmstr
538, ,1228659691355590656,dusziv
540,"Detroit, MI",2229098191,romo_GIS
550,London.,18414012,TabbyGentleman
557,"New York, NY",912708187077398529,CartoRedux
558,Czech Republic,1375550164555948033,petrpajdla
561,Angoulême,1345171421874499592,benoit_ribon
562,Global,1257508181590204416,GeoJobsBot
565, ,1215259173149167617,austrianmaps
568, ,270842014,Ionliz
570,Mar del Plata | Argentina,402826093,GabiCalderon18
575, ,4127633716,kevinca02369175
576,"St Petersburg, FL",379406678,tanya_shapiro
579,"Saragossa, Spain",602245601,albertobellido8
588,at home,423847851,UrbanDemog
590,"Comunidad de Madrid, España",3194863402,digimaps
591,"Barcelona, Spain",5762562,achillida
593,Global,453028244,lutraconsulting
594,"Alsace, France",930352852891062273,G_abgrall
597, ,1453394531601223684,fahd_jerbi
603,"Mumbai, India",91949741,JediPro
604,United Kingdom,2295951570,LUCtweeting
605,#atelier @iledegroixbzh,17673164,abf1
606,"Sheffield, England",343928585,undertheraedar
608,"Jalisco, México",2239825712,IIEGJ
616,"Central Massachusetts, USA",1146772513051041792,EbingerSamara
617,Toscana - Italia,891324985,TerreLogiche
619,Greece,553432676,ioddg
620,"Maceió, Brasil",1027773119208062982,lucaobala_
621,Vancouver,2251009748,vb_jens
629,"San José, Costa Rica",3784370418,michjonescr
632,"Toulouse, France",160578875,x00live
633,"Santiago de Compostela, España",895213223724666880,dr_xeo
635,Seattle,18735728,stellata
638,Bruxelles,1041729951903432704,JLecache
639,san salvador,538678882,Danny_ecom
645,"Barcelona, Spain",1244505702,LauraNavarroSol
650,"Paris, France",19156968,Guglimat
656,"Besançon, France",1057578334681513984,geomargelles
658,"Corrientes, Argentina",2439142170,yeyomourglia
662,"Tabasco, México",940411502,GutierrezyMarco
663,"Haugesund, Norge ",836653702182207492,Elio_Javi
667,"Durham, England",584062133,RSanderson96
668, ,41500240,yunjinzh
680,"Izhevsk, Russia",1404000077232889856,IgnatevaOlesia
695,Bodensee 🇩🇪 / London 🇬🇧,1322438051533066240,GeospatialEmma
706,Bay Area,1364132630858502145,NINGN418
711,"Chicago, IL",485140041,MattDzugan
720, ,438384837,NACIS_Atlas
724,🌎,1410678085029085191,spatialnodehq
727, ,14312620,Papuass
738,"Amsterdam, The Netherlands",1103637443436261377,JJ_R_Ealo
749, ,1325214017179115520,FidStats
751, ,1455189112172974083,klm1510
754, ,1449404853634035718,wong_shihan
767,"Wellington, New Zealand",33788841,dakvid
775,"Munich, Germany",143859326,nello394
789,"Ile-de-France, France",50842212,mdgrinbaud
790, ,1106613698829975559,ronasherov
793, ,71537726,taavipae
794,"Helsinki, Finland",1679103806,BryanRVallejo
805,"Dar es Salaam, Tanzania",2166738780,mvanorashid
807,"Paris, France",860108779471462400,cpchabert
809,"Kampala, Uganda",1018781775030620162,Shammie_n
820,"Toulouse, France",14145371,ljegou
827, ,1279236668,javiermtzrd
836,Indonesia,1968777025,muhammadstar04
844,Euskal Herria,19770809,theklaneh
849,"Jerusalem, Israel",2227560465,idoklein1
851,مكة المكرمة,1454894840,nourabw95
853,"Atlanta, GA",2905624932,darwinanddavis
858,Somewhere over the rainbow.,1204036267119431680,juliusivan_2
860,unceded land,281195030,mapboymax
863,En algún lugar de la galaxia,309950945,edgareslahostia
865,Ukraine,1033324108992442368,AndriyYaremenko
868, ,3270581047,AnalisisGeo
870,La calle,153119475,inguibona
873, ,1086752813273751552,miguelzaju
878, ,59694584,mrshsu888
881,"Westminster, CO",1491031412,JPeterPeters
884,"Culiacán, Sinaloa",1352456228455256068,Guaiacumac
886,"Los Angeles, CA",79645174,AshleyNicoleDu
887,Brazil,1249359388508389379,IrineuTiago
888, ,18697626,mightylibrarian
890,Ciudad de México.,546345736,jodaMacer
891,México,799775490,AHerodoto
892,"New York, USA",1386748474176286727,BlakeRobMills
893,"Bay Area, CA",444491705,joannawilkin
896, ,1130834772081684480,AlBRzez
898,"Madison, WI",1301891827,Geodesy_
899,"Washington, DC",731292770,izzy_youngs
903,"Austin, TX",1278340072689958913,CartoDBS
904, ,1364999016786845697,data_katherine
906,Los Angeles,17183730,theworksla
909,"Culiacán, Sinaloa",1058153682905296896,EI_Manny
912,"Mentone, AL",9091732,spilth
913,"Washington, DC",14913762,hurricanevicky
914, ,3180922855,crisalpuche
915,"Toronto, ON",20211859,chriscraigneil
916,"Santa Cruz, Bolivia",38113384,rcrmj
918, ,161182490,NoeOsorioPK
920,Rhein-Neckar-Kreis,421896803,foraminifeo
921, ,1048997209218457600,BroccoliPirate
922,Nicaragua,35886529,nicagis
923,Location Varies,4431048141,CorwanGroux
925,San Francisco,18257438,amproehl
927,"Redlands, CA",3536376796,song_zihan
928,Tucson AZ,983775463540535297,_glenningram
929, ,2593554955,varaktor
930,"NY, NY",17197809,gyetman
931,"Tartu, Eesti",409168655,allixender
937,Planet Earth,1349110409215795204,PythonMaps
938,"Flemington, NJ",1099829953422675969,SE_Rockstar
944, ,1415047505461448704,AndrewF11526574
945,"Plön, Schleswig-Holstein",363414935,loukesio
954,America,1428864082329931777,JCraggy
956,"Chihuahua, México",777650691187716096,VictoReckoningM
958, ,39496793,altairi
965,"Amherst, MA",138692282,brayents
966,World,285509027,FGazzelloni
968, ,2899993059,jpablovallejog
979,"Chandler, AZ",54120976,lixun910
982,"Yakima, WA",16178541,randybondsjr
987,"cambridge, ma",15714107,jiazhang
989,"London, UK",538393107,seabedhabitats
992,"Bloomington, IN",1040297282938306560,sachasiani
998, ,6940762,elipousson
1013, ,2628957024,manifestmade1st
1018,"Lenapehoking / Sunset Park, BK",4150036581,geograpologist
1021,"Accra, Ghana",2736231898,AngelaTeyvi
1024,"Stavanger, Norway",44981447,torehalset
1027,"Macomb, IL",36672879,wiuhighwayman
1029,"Tartu, Eesti",1455446885695623173,micoroscas
1039, ,3314746668,marcollergarcia
1044,London,1363929703,Cruzzell_
1046,Anywhere between here & there,16672668,SpatialOctopus
1053,"Stanford, CA",140628714,diazcayeros
1054,near Sea Anarch Jurisdiction,1165099455336464384,real_terrific
1056,"Shillong, India",2537792462,GokulAnand_
1063, ,2810559039,jakub_nowosad
1067, ,20146633,BarryChocolate
1074,"Amsterdam, The Netherlands",1389560172398448644,popnet_research
1075,CLE ➡️ NYC,281310591,TF_Johnston
1078,"Mumbai, India",2435013606,sopan1996
1084,Jammu & Kashmir,873466615823773696,Mirmuhamadjafar
1092,Singapore,1193000549190254592,teh0prendjak
1095,"Portland, OR",35611566,ianmorelan
1096,"Oranmore, Galway, Ireland",17062648,AdamLeadbetter
1109,"Bellingham, Washington",3309914684,sarahbellmaps
1117,Finland,818403285778497536,SiniPoy
1128,"Boulder,CO",22170600,unidata
1134,UAE,239863207,BD_007
1135,SAT & ABQ,14629939,spara
1143, ,1178222889595744256,PoojilT
1147,"Aberlady, East Lothian",1163073816270188545,64mien
1152,Madrid,1156302488884121601,Pablo__Otero
1153,southwest Michigan,1231780311941492738,LocationArtist
1155,"Leipzig, Germany",1049757274649051137,jjvhab
1163,"England, United Kingdom",986573435194179584,obpannell
1165,"Varkaus, Finland",1573244712,ilantta
1171,"Wisconsin, USA",44530833,andrewrfrench
1179,"Bournemouth, United Kingdom",27242656,mapchannels
1181,"London, England",750087567291326464,annadehtiarova
1183,"Switzerland, ZH×SG",385013701,rastrau
1187,Sur la carte de France,201856958,recifs
1209,Buenos Aires,253102706,martinfernandoo
1211,Connecticut,92863619,scottwritter
1217,"Distrito Federal, México",43004930,SelvaH
1221,Pocumtuc territory,957582651698892800,rmseifried
1223,"Philadelphia, PA",2911550919,PhilPierdo
1231,Helsinki,490477903,LehtoTuomas
1245, ,1021418052251013121,MapMeg1
1247,BCN,266598610,uriyoou
1248,"Amsterdam, Netherlands",513351911,favstats
1259,"Austria, Czech Republic",230445594,zealandiasarah
1262,"Nairobi, Kenya",390722263,Shel_Kariuki
1274,"Copenhagen, Denmark",37453678,neogeografen
1275,she/her,1229716017049370625,DPZ_JGA
1277,"Lisbon, Portugal",908802680,mmmgeo
1286,"174/37, 36SYB",51414990,HarelDan
1290,"Frankfurt am Main, Deutschland",833617709271285760,BKG_Bund
1291,"Enschede, The Netherlands",337608360,GemMsc
1334,Tanzania,776433139,HarounGerrie
1350,"Marana, AZ",1561771195,thecfelix
1354,tu corazón,601582057,MiguE_garva
1361,"Austin, TX",28102639,pheebely
1362,"Mexicali, BC, Mexico",288806861,edvardoalfaro
1365, ,1626651440,Sergius_VMX
1366,México,238196192,asalmendez
1367,"New York, NY + NJ",5883952,bamnet
1368, ,1448517176495951873,SuiZhaoxu
1374,Chile,1132858101940539392,pibonacic
1387,"Québec, Canada",4345403860,CoulSim
1388,"Denver, CO",1627895245,UUDreams
1394,"Cleveland, OH",327755131,urblg
1401, ,1350910345402003459,paulinha_rolo
