,user_location,author_id,user_username
122,"Vancouver, Canada",94454747,FMEEvangelist
123, ,1070447109030187008,Njuguna1Duncan
124,"Halifax, NS",21537132,HfxShippingNews
125,"West Chester, PA",1148733395561668609,joshspatial
126,France,1314533905706422273,CapitaineMoust1
127, ,1433472438533304320,NVG8official
129, ,1330437209175035904,TimOstler1
130,"Blantyre, Malawi",1386395362672455684,DicksonMbeya
131,Nigeria ,1250011013648470016,OluwafemOyedele
132,"Lexington, KY",109043700,mattzook
133,"Ispra, Italy",273627737,mazucci
134, ,1482613878664359940,teddybear_Zoe
136,"Chennai, India",105407287,Saint_GIS
137,"Colorado, USA",137779669,GIS_DOG
138,"Madison, WI",52899973,oh_sk
139,"Shanghai, China",1160963883860762624,ShijiaWendy
140,"Provo, Utah",16644911,bplewe
141, ,1540686101702070273,tvizninja
142,"Yakima, WA",16178541,randybondsjr
143,"Michigan, USA",543626105,AndreaMc_Geo
144,"Michigan, USA",937058112,MatthewHMalone
145,"Tokyo, Japan",1584556399651999744,riogis1
147,Amiskwacîwâskahikan,103084080,wyman10
148,USA,3094607959,donojazz62220
149,"Vellakoil, Tamil Nadu",438344019,IamThiyaku
150,Aberdeen and Dundee,3119218925,seismo_amy
152, ,3840607221,micheal_kaluba
153,"Mumbai, India",1439913219976417284,PratikshaC_77
154,"Knoxville, TN",4150548435,_aasmith
155,"ÜT: -6.368713,106.827116",116146018,adisadit
156,The Netherlands,109054515,redgeographics
157,"San Francisco, CA",53135103,IsaacBrodsky
158,La Plana,1122754929515536384,poloi
160,France,1587742646981754880,cp2rconsulting
161,Mexico,3278934925,kai_sonder
162,Goa,1319881645,transerve
163,Switzerland,1552205202714935297,tmapstudio
164,"Detroit Metro, MI, USA",4721200932,DevinMLea
165,"Helsinki, Finland",2335208993,polarboe
166,"Islamabad, PK",4558321589,imagineazhar
167, ,115979791,guerreroclaudia
168,"Fort Worth, TX",144529492,kyle_e_walker
170,"Austin, TX",1381622356406382595,Parks_and_Rick
171,Spanish Fork Utah,47035081,smcshinsky
172, ,1328750467699060738,gigainfosystems
173,Chini Ya Mwamba,154031647,Arap_solit
175,"Abu Dhabi, UAE",1331215289825030147,leeolney3
176, ,1577290775750213632,DallEMap
179,"DAKAR, SENEGAL",1213227533228855298,Abdoula47753388
180,"Rotterdam, NL",480936962,gspeed0689
182,Toronto,3092393211,IvaBrunec
183,"Bay View, Milwaukee",39422694,MrPecners
184,Kuwait (Ex Texan),908818700660236288,geo_alyaqout
185, ,1490675243425439751,city_janitor
186,"Athens, GA",13215962,jerry_shannon
187,India,1200737769351348224,DeepaliKank
188,France,1560563468574474240,CitiProfile
189,Location Varies,4431048141,CorwanGroux
190, ,1588197748171472896,mikkokangasmaa
191, ,1204451896850862080,oie_gt
192,North Carolina,1518719738335084545,GeoWithJustin
194,Beijing,949696867926978560,WeiDuhun
195,London,11094672,KeirClarke
196, ,1434095811499945984,gisact_org
197, ,1545396985842343937,mapserverstudio
198,Czech Republic,625871634,PetraDuriancik
199,"Grand Ledge, MI",381150541,John_M_Nelson
200,"Allariz, España",304073347,aitorfreire
201,Ohio,132383482,getbounds
202,Україна,912239743420846080,SergiiShchus
205,"Geneva, Switzerland",1183213291188834305,ayeishasheldon1
206,"Kuching, Sarawak; Malaysia",22246509,azaleakamellia
207,"Valencia, Spain",290751335,thisismikehall
208,www.cartapaname.fr,732695379288961026,Artisans_Cartos
210,United Kingdom,1033206985,CasegFraith
211,"Charlotte, NC",38052918,ryanahart
212, ,1587444944762916865,gisXiaoWang
213,"Mumbai, India",4663343477,thatkopguy
214,Fianarantsoa,997330455392333824,privatemajory
216,"London, UK",309734801,samwise_v
217,ecoevo.social/@jonasstillhard,993008496152064001,JonasStillhard
220,"Galway, Ireland",967140347754184706,KellieHeney
221,Inside too much,424357259,dbgoody
222,United Kingdom,963902391643967488,nrennie35
223,Italy,1433417142049853441,LatidudeMaps
224,"London, England",1186202364,Julian_H0ffmann
225, ,45566922,ZER0D0TS
226,the rayverse,946151815,researchremora
227,"Pune, India",60331964,kutazama
228,"Budapest, Hungary",811349952815398912,milan_janosov
229,France,22425359,mamatdunet
230, ,1114069920092966912,KateEllen100
231,"Canning Town, London",798739,dankarran
232,"Helsinki, Suomi",2198358416,tjukanov
233,"Delft, the Netherlands",2913896423,tudelft3d
234,Leeds,21752435,neilcharles_uk
235, ,3292714356,shadfrigui
236,"Big Island, Hawaii",1040456237517664256,barelymaps
238,"Bellingham, Washington",3309914684,sarahbellmaps
239, ,446573069,sometimetime
240,shanghai,1585821802235764737,lijian08638859
241,"Paris, France",27031469,oliviermarchon
242,"Sheffield, England",343928585,undertheraedar
243,Earth ,1531477585,aminatabubakar7
244,World,285509027,FGazzelloni
245,Belfast,1265955927494197249,ceren_do
246,"Exeter, England",4016856743,hughagraham
247,"Saitama-ken, Japan",4235221572,syanseto
248,France,1529548121268699136,Carto_yan
249,Belgium,324473764,GeoPostcodes
250,London,3715791856,LoraineRutt
251,"Titchfield, Fareham",2248416469,ONSgeography
252,In a data galaxy far far away,24855822,ChristiaanBeek
253, ,41994074,nlohmann
254,London,19331692,kanedr
255,Newcastle-upon-Tyne,782161298,Neil_py_harris
256,"Hawaii, USA",1024584556110852096,KonturInc
257, ,1501676571945492508,curious_Fabian
258, ,1587514593986985987,TranskiMapper
259,"Temanggung, Indonesia",475862742,zaenun_faiz
260,Paris / Pays basque,3300877743,XemartinLaborde
261, ,135211300,Knutenchamun
262,"Helsinki, Finland",845248364191059968,digigeolab
263,Steenbergen,1270037817750630404,geojuffie
264,"Toulouse, France",981265770511523840,thomasdubdub
265,The Stadior System,267310660,mattah353
266,"Aberystwyth, Wales",781130098120462336,NLWGraphic
267,"Aberystwyth, Wales",781135146292539392,LlGCGraffeg
268,"Paris, France",860108779471462400,cpchabert
269,"Paris, France",18551865,nimwendil
270,Bangalore,424013927,Priyadarshini78
271,North/East/South/West,828846486,abiyugiday
272,"Fondettes, France",98665397,Articque
273,"Hokkaido, Japan",1533953845617106944,MIERUNE_inc
275, ,1280475183514558465,JanFries9
276,"Pune, India",19455385,DevTen85
277,"Stirling, Scotland",223959960,_penguin_runner
279, ,21060597,BarryElliott
280, ,1268434063767060480,grndng040
281,"Southampton, England",31388855,steveattewell
282, ,900548798,Geolytix
283,"Merced, CA",754537285660573696,DerekSollberger
284,Salzburg,152225939,ClaudiaSbg
285, ,1589674134929375236,MapsOfFinland
286,"Besançon, France",1541945040,CecileMatusiak
287,"Southampton, UK",22614266,OrdnanceSurvey
288,"Lyon, France",2513113684,noirothomas
289,Barcelona,166224933,Mboschm
290,The Netherlands,760094405369946112,hansakwast
291,"Otaniemi, Espoo, Finland",1159430569266167808,AaltoGeoinfo
292,"Auvergne, France",1131083018406432768,KittJonathan
293,Limoges — Lyon,611882238,LucasDestrem
296, ,1311399091,Lubin_Picard
298, ,191603507,cortodemalta
300,"Dublin City, Ireland",437801734,MapsByAntonia
301,Paris,138790830,JulesGrandin
302,"Kiel, Germany",1344806977306849282,FelixEckel
303,"Helsinki, Suomi",973813309811187713,gispofinland
304,"Northampton, England",968429569350029312,kirstywilcox2
305,Paris,1035417413586694144,neocartocnrs
306,"Prague, Czech Republic",1513755446221361152,CtuGeomatics
307,"Cambridge, UK",145683389,DrGeoffSmith
308,"Tartu, Estonia",2629383321,tkardi
309,The Netherlands,1091106812852609027,Mapple_juice
310,"Wicklow, Ireland",433379529,vanessatebbitt
311, ,1189967197730430977,Kartokobri
312, ,193592650,maaamet
313, ,1585965560122298368,loore_ko
314, ,1537689873133494272,Romainsologne
315,"Southampton, UK",1672632270,WorldPopProject
316,"Zaragoza, España",2478849098,Galactero
317, ,2686619917,benhur07b
318, ,2841746832,samiasab90
319,"Karnataka, India",365944185,samashti_
320,"London, UK",1255575072301088770,gis_euk
321,"Merti, Kenya",1203284817212825609,kenyangeography
324, ,1431328127871963139,ahmiller25
325, ,1565861596609773568,Soccer_Soundoff
327,"Copley Square, Boston, MA",65125461,bplmaps
328,"Culiacán, Sinaloa",1352456228455256068,Guaiacumac
329, ,1203881949607026688,sameer_enigma
330,"Santa Cruz, SC, Bolivia",38113384,rcrmj
331, ,3191891974,baileyknapp17
332,"Monona, WI",359333941,yeshan_geo
335,République du Bénin,2364192646,229Biodiversity
339,"Phoenix, Arizona",1577794966029357056,madysonbradford
340, ,1590540839817777152,Tiagodetal
343, ,14075285,jpamado
345,"51.071363,-4.126697",166348278,TheMapAddict
346,"Houston, TX",17106376,graharg
352,"Lansing, MI",206207988,thechrisgs
353, ,1039247575965224960,habemusmodelum
354,"Toronto, Ontario",3129922635,willy_maps
357, ,1583082408622133248,antoaneta_yo
359,"Zurich, Switzerland",747338030621425665,paniterka_ch
363, ,809786778,SkillsyV2
364,"Williamsburg, VA",952746213895524352,ShannonFoxxDay
368,دولة الكويت,2744656034,Husain_Qamber
371,Martinique,2858890877,guillem_lefait
372, Tweets from +234,2523279397,whoisOlaxtra
373,"athabasca,AB",1228447116,Molasses_35
374,Edinburgh,1359196886947803137,BeniSpatial
375,"Cherkasy, Ukraine",14992557,gontsa
377, ,1506155397278752771,leiberiuk
378,southwest Michigan,1231780311941492738,LocationArtist
380,Switzerland,1320623996249976832,1cartogRaph
381, ,1337348144871452677,OceanYodeller
382,"Redlands, CA",89117090,spangrud
384, ,1542581207703109632,vizwithyash
386,"InDyA, Palpalá, Jujuy.",177221212,matulepori
390,"Osasco, Brasil",1106695312347987968,Gilsonmirandaj
393, ,1456144370126647298,SouthCrossMaps
394,"Québec, QC",1465708383038685196,ced_bouffard
395, ,1125320137853341696,ptarroso
397, ,1341203133377224704,TanyaBils
399,Connecticut,92863619,scottwritter
400,"Seoul; Suwon, Korea",192179296,shinyoungyoon
401, ,850702504346210304,mutai_hazard
402, ,3180922855,crisalpuche
405,Galway in little old Ireland.,294774262,Conbon27
408,"Toliara, Madagascar",4250716119,aina_don
410,"İstanbul,Turkey",165329952,digitalhealthxx
411,Zone 6B,318059549,kylie_tokes
412, ,2605777380,LinoGaliana
413, ,2882226514,viajeroerrant
415,"Leominster, MA",1563241987457052672,PeterLillieGeo
416,Germany,1461656756225024000,Tea_Muraj
419,"Lagos, Nigeria",285258054,DOh_Bams
421,"Phoenix, AZ",1078388703075229696,Graubi3
423,"Abuja, Nigeria",374459093,zinnie__A
425,EPSG:27700,759988092,Iawmatthew
429, ,1278191467735941120,Drew___Avery
430,FR-94160 Saint-Mandé,2247167180,jmviglino
434,"New York, NY",1531683308228071424,ParclLabs
436,"Milan, Italy 🇮🇹",562157984,andrea_magarini
437,"Huntsville, AL",1702059680,Artimaps_DavidN
441,"Woods Hole, MA",60300190,g_fiske
443, ,1587413491593494528,CartoCam
446,"Toronto, ON",22914910,Avenza
452,London,737684638555090944,LisaHornung_
455,Honduras,1153198611724951553,Ninfa_crocodile
457,///fragole.essi.cestini,959476594099326976,aluollin
460,"1.2921° S, 36.8219° E",1072425394907897856,absiyejunior
462,Zwischen Abgrund und Schein,836168691532300288,a_q_u_i_l_a
463,"Nagercoil, Tamil Nadu",272936200,rajbhagatt
464,"Iowa City, IA",1384167215973376014,dmkuznetsova
466,Copenhagen,297915370,ruth_mottram
467,"Montauban, France",3307183889,CelineCiron
469,Greece,374984100,StaridasGeo
472, ,1350039657006960641,JensWiesehahn
475,Edinburgh,2810294290,GIS4HE
476,Mechelen,2862873778,Strtman
478, ,1428174468946579456,nickgeo4387
479, ,1171846709577519116,mane_janhavi
480, ,1345454262,Jmoll45
481,"Bay Area, CA",444491705,joannawilkin
482,"Distrito Federal, México",15429684,pleautaud
483,Edinburgh,1323360123927089152,ChrisDoesGeo
484,United Kingdom,2295951570,LUCtweeting
485,Indonesia,559204199,rifqi_oktav
487,Madrid,127045668,srtena
489,"Windsor, Ontario",54664091,scribblemaps
499,IBIZA / Barcelona,769592708,valen_ibiza
500,"Finistere, Brittany",1498266524242612229,AbPictoris
502,"Oranmore, Galway, Ireland",17062648,AdamLeadbetter
505, ,572256579,gkankia
507,"Thrissur, Kerala",97141469,jinoytomjacob
509,"Washington, DC",2307023788,RickyAngueira
511,Mexico,27186708,jccpmx
514, ,1316124529,CharityN_N
516,London,1101617286,helenmakesmaps
517,"Crescent City, California, USA",29617124,postholer
524,"Corrientes, Argentina",2439142170,yeyomourglia
528,Colombia,124492052,igacColombia
530,Madrid,29250872,aherranz
531,"Helsinge, Denmark",7159622,geomenke
533, ,950010366779564043,alv_irl
536,"Rennes, France",1269597124406239233,mapmapnmap
540,"Tampa, FL ",575111574,nicolemark_
542,"Cambridge, MA",1277695083253465088,JacobCJameson
544,"Bretagne, Western Europe",903528074,Rodmarrig
546,UK,380816669,AlcisGeo
547,"Tokyo, Japan",716863,liquidx
548, ,940818090648068097,KrzBan
553, ,1073587085439877120,Hondunauta1
554,Lima,1434917493148164097,JamirGarro
557,"Boston, MA",166643823,ellenbechtel
561,hoy en el laberinto de Chas,245798822,tustovsky
566, ,80654959,Prancke
569,💙forever in Ísland,5685812,hrbrmstr
575,"Wellington City, New Zealand",2537792462,GokulAnand_
576,"Charlottesville, VA",3000560584,forecaster25
579,"Kearney, NE",613290724,InJesst
580,"Newcastle Upon Tyne, England",797100813642596353,EZieD_
585,"Dijon, France",710248662685851648,issa_madjid
591,"Durham, England",584062133,RSanderson96
595,Earth,752317697090723840,Kevin_B_Haynes
604,Philadelphia,1266096171879206912,_helenschmidt_
612,"Dresden, Germany",796244592458862592,Vanessa_hre
614, ,2172857180,Topi_ve
619, ,2832224120,Munigovguy
621,France,1587393361979244544,Cartographe_
625,Ireland,4471183876,Seaniesan
630,"Amsterdam, The Netherlands",14143545,berttemme
631, ,3164189091,Katy_miniwaves
636,"Frankfurt am Main, Deutschland",833617709271285760,BKG_Bund
643,Stevenage,92832101,ian_usher1985
646, ,1721525712,matstvatt
651,Hamburg,1306128447094259713,HH_Geo
653,"Utrecht, the Netherlands",271326430,AvTetering
655,Česká republika,3494716935,vlckel
659,"Orléans - Loiret, France",2974366480,ArchivesOrleans
664,"Abuja, Nigeria",4869757229,______SM____
666,"Christchurch City, New Zealand",936728618,RGFell
673,West Wales,84513014,Mapper101
674,Saint-Mandé (France),57276576,IGNFrance
675,Estonia,47698876,evelynuuemaa
676, ,2816382393,Yasmine_Bouzid_
680,"Newcastle Upon Tyne, England",1148686446536155137,JessWhoMaps
682,Verneuil-sur-Avre,2500728854,cartolycee
686,London,188784311,cdlseldon
687,"Bushbuckridge, Mpumalanga",1092847472899174400,asiramalH
690, ,1587580199889244162,unacast_ai
697,"Paris, France",1889684803,Lea_Des
701,"Wien, Österreich",818501173208580096,9bewild6
702, ,935214845947011083,Sergio_RG_Geo
704,Kraków,3001864091,SzwagrzykMarcin
706,"Bandung, Indonesia",480498669,RPriyatikanto
708,Vienna,573472167,ainvienna
713,"Zurich, Switzerland",926373147254943744,simgraworldwide
715,"Heidelberg, Germany",2952784447,GIScienceHD
720,"Eugene, OR",1359974490411724801,ianfreeman0
726,Ciudad de México,968471639347335169,toss_cas
727, ,1421674519970918401,Fansbleu
732,"Sunshine Coast, Queensland",752383581893251072,northroadgeo
733,Department of Statistics MY,317666411,najmi_ariffin
735,Guadalajara México,7630312,jdeltoro1973
736,"Sydney, Australia",20883022,michaelbewley
738,"Saskatchewan, Canada",1587993211649261569,Cartodonito
739,Bangalore,2921433517,BhuvanamitraS
742, ,1326401356324868101,platmosphere
746,"Washington, DC",56612205,hannahdormido
748,University of Guelph,828163334,mariotti_jane
749,New Zealand,2606576396,Thoughtfulnz
752,"Winnipeg, Manitoba",4252872793,CassClouston
755, ,2582765530,178918103
757,Cambodge,1336722353582125056,GeoMechain
758, ,1446221797125500932,PortelliRaechel
763,Boston,1201945107559276544,canigoholm
767,Belarus,884974759,AntonGorankov
768,"New York, NY",1376366322083229698,analytics_mk
769, ,1532900384099799040,davidfn9501
770,"Washington, DC",1224536012505919488,jmcdoeswell
773,Connecticut,13218572,ryanoneil
774,"Provo, UT",786949991893864448,alexlongtx
776, ,1218141643636756482,aya_morenoo
784,United Kingdom,2787878432,mildthing99
786, ,1444021159708839944,janmoilanen_ek
788, ,1419117337,estraaven
789,"Moscow, Russia",1433392126629404676,katarinalysenko
790,Berlin // Minneapolis,1588653769042104322,carston_maps
792,"London, England",593966702,lukacsovics
793,Europe,1130847282188963840,densudi
794,"Bremen, Germany",1122957238438592513,Anoze4maps
797,"Riga, Latvia",87239058,Valtzen
798,Saint Petersburg,1587512273823752192,jullizzzz
801, ,2213909976,VictimOfMaths
804,"Ottawa, ON",910889225448439808,professorkao
806, ,21695613,PekkaLooking
807, ,1487158826029699076,MisFilip
814, ,956913642607403008,mattamosphere
819,"Glasgow, UK",1178360051049861122,neilbanas
830,"Budapest, Hungary",49731238,attilabatorfy
831, ,841465160187428866,fritzGIS
836,Belém do Pará,176886400,tais_alcantara
843,Hong Kong,985921631439568896,Kenneth_KHW
849, ,1057231920990425088,SunitaP77841597
851,Sverige,1062319532528881671,MEmsing
868, ,1438102831,dhadelli
869,"Tartu, Eesti ",739155214968717312,lizhvania
872,⭐️⭐️⭐️🇱🇻 Latvia 🇱🇻⭐️⭐️⭐️,454372335,LArtour
879, ,1218862550504345601,beyondwattsuk
883, ,1355731192163819522,mapping_gnome
884, ,2889262156,andygol_
892, ,1087405402713743368,BCalhoon7
899,"New Delhi, India",169793365,kumar_sanjeet22
908, ,1568226976007077889,Map_invasion
912,World,2529411246,GeoalertTeam
925,Florida,379406678,tanya_shapiro
933,"Bangalore, Karnataka",1279711922628124672,geosnips
938, ,1324460652656812032,__UArt__
949,Up North,36932521,rsfrankl
951,Mare Lamentorum,147465553,akmalfrohman
963,"Phoenix, AZ",276280627,pnelson917
982,"Stuttgart, Germany",1421934178040483854,BoineeloMoyo
999,"Bremen, Deutschland",91548216,Cordster76
1015, ,494171107,RGuedonGH
1018,"Bisley, Nr.Woking, Surrey",774517236862255104,theloosegoat
1025,"Saint-Denis, La Réunion",715056173268000773,mirbole01
1028,London via Edmonton & Calgary,900161125,acrobins
1033,"Wellington, New Zealand",33788841,dakvid
1034,Jeddah ,594978879,Nada_h12
1035,"Lakewood, CO",1185432342858354690,CascadiaMac
1045,"Munich, Germany",143859326,nellomaps
1048, ,902708108,santizuluayal
1053,"Sydney, Australia",67770217,flywunala
1059,"Christchurch City, New Zealand",93839237,andrewdc_nz
1072,🏔,18796019,camkruse
1087, ,35560744,laurakurtzberg
1089,Melbourne,27567802,SimonGIS
1112, ,1521318841,angiopotomous
1114,@martini@vis.social,14707170,MartinBangratz
1124,"Ribeirão Preto, Brazil",912660712832557060,fblpalmeira
1136, ,925570614,HeatherCh100
1153,"Michigan, USA",931225337916153856,daturadelphina
1157,"New York, NY",319679019,YoniNachmany
1165,"Copenhagen, Denmark",1307770084333682689,_ane_rv
1175,Oregon,998412541574365184,missmaps_
1187,Southeastern MA,25813395,pivanputs
1190,"Lagos, Nigeria",536148916,zeezo04
1191,Spain,1297201168280674304,PClimatologia
1192, ,1230824335,ASteingisser
1251,Mexico,1061334050,lerii77
1254, ,117610391,LauraSmithCarto
1258,Belval Luxembourg,1076125157780058112,KonradSkoczyla1
1265, ,910548093980102656,MakMaps
1269,"Richland, WA",64099976,TC_Chakraborty
1274,Poland,2902589494,mapsbyp
1281,"el Poblenou, Barcelona",235702214,JoanSales
1283,ضايع بين الخرايط,1292653511914786816,up_702
1284,"Asheville, NC, USA",769611811641491456,EFisherWX
1290,東京 品川区,967719352932843521,ShinagawaJP
1291, ,1142428236221177857,mappy_ella
1293, ,1228659691355590656,dusziv
1294,"Turku, Suomi",3465812597,Lounaistieto
1300,Bîlâd Shinqît,245309716,Bo_ocar
1301,Pdsta. Fdo Gómez de la Cruz 61,846732445823258625,GIS4tech_UGR
1306,"Pergamino, Argentina",808991136538890240,idepergamino
1312,"Rennes, France",32283900,BorisMericskay
1319,Paris,17964104,sabinerethore
1327, ,130596773,gijn
1341,Cornwall UK,328174631,KAnderson_RS
1342,Oslo,31547881,TSThrondsen
1352,ucd,1570024994981253122,LCAReframe
1355,"Madrid, Spain",193908521,IGNSpain
1363, ,1400314245775036419,WeatherLayers
1371,"Zaragoza, Aragón, España",424142578,IGEAR_Aragon
1387,"Fort Collins, CO",2294921384,hethbill
1388,"Brasília, Brasil",1589717351934599171,duda_geosig
1391,AA,1579421634871857153,JexAtreides
1396,El Salvador,1410690928210235396,sig_uca
1404,Occupied Ute Land,84077970,carrieis
1406,"Worcester, MA",1590859659044438016,jfrankelGIS
1407, ,964530657899827200,_motiss
1429,Scotland,1022172029817171971,Geolocoder
1431,"New York, NY",1255361139476742145,FSQStudio
1434,"Silver Spring, MD",521851227,ETTS_12
1437,Earth,1103150306152587264,Zuev34W
1440, ,101062805,sunnysideclaire
1443,"Nottingham, England",1051952093819543554,oabaines
1446,"Praha, Česká republika",1105920540932493312,JuliaLeshcheno
1450,"Little Rock, AR",153144751,chalaoliverio
1462,Bordeaux,2849821618,Doroth_Cle
1470,Le Mans,252009888,odilon72
1479,World,1227968969090355201,geopoliticsnew3
1483,"Minnesota, USA",929098728782385155,McGuire_GIS
1487,"Detroit, Michigan",2325527617,mamcbain
1489,Barcelona | London | Alacant,152698624,ja_gras
1493,"-37.6303, 176.1720",2849434532,vanuatugis
1497,"The Hague, The Netherlands",558769093,AlieKebin
1501, ,1589629881381519364,ChallengerMap
1504, ,3270581047,AnalisisGeo
1513,"Doylestown, PA",20216394,MRubillo
1533,"Syracuse, NY",1527358392737550344,lucaskjohnson03
1537,"Copenhagen, Denmark",37453678,neogeografen
1539,"Zapopan, México",97729765,cruizch
1546,"Sheffield, UK",398915413,DanOlner
1549,Ciudad de México,1154257288158298112,geoscentricos
1552,Châteauroux-les-Alpes 05,751148918,lecartographe
1556,"London, England.",910423895320223744,BookwiseOwl
1567, ,1151638955613446146,JoseZavala2998
1571,Indonesia,81103832,latifiana
1578, ,714857534255931392,vidokti
1579,"Copenhagen, Denmark",1348957209292664832,marinageorgati
1588,"Espoo, Suomi",3720386117,TeemuSaloriutta
1606,"Lancaster, Lancashire, UK",71381847,PhotoInsomniac
1620,"Oxford, UK",1103937617819664385,chrisarderne
1624,"Newcastle Upon Tyne, England",863722747,TimRodaway
1629, ,1237751233039020032,IngeTolenaars
1630, ,3501358169,Victor_Celoni
1643,she/her,1229716017049370625,juliagdealedo
1648,"Calais, France",577363985,Tabularthur
1649,"Tokyo, Japan",1171534824558850049,mapbox_jp
1656,"Madrid, Comunidad de Madrid",121572923,dhernangomez
1662, ,3159366908,ArmandoForlani
1667,Algérie,1488484612015853573,SIchebilia
